CARD SET,CARD NUMBER,ATHLETE,TEAM,SEQUENCE
Franchise Features Green Fireworks,9,Jewell Loyd,Las Vegas Aces,399
Franchise Features Green Fireworks,10,Breanna Stewart,New York Liberty,399
Franchise Features Green Fireworks,11,A'ja Wilson,Las Vegas Aces,399
Franchise Features Green Fireworks,12,Aliyah Boston,Indiana Fever,399
Franchise Features Green Fireworks,13,Caitlin Clark,Indiana Fever,399
Franchise Features Green Fireworks,14,Diana Taurasi,Phoenix Mercury,399
Franchise Features Green Fireworks,15,Kate Martin,Golden State Valkyries,399
Franchise Features Green Fireworks,16,Paige Bueckers,Dallas Wings,399
Franchise Features Green Fireworks,17,Sonia Citron,Washington Mystics,399
Franchise Features Green Fireworks,18,Kiki Iriafen,Washington Mystics,399
Franchise Features Green Fireworks,19,Dominique Malonga,Seattle Storm,399
Franchise Features Green Fireworks,20,Georgia Amoore,Washington Mystics,399
Franchise Features Holo,1,Napheesa Collier,Minnesota Lynx,99
Franchise Features Holo,2,Cameron Brink,Los Angeles Sparks,99
Franchise Features Holo,3,Arike Ogunbowale,Dallas Wings,99
Franchise Features Holo,4,Rhyne Howard,Atlanta Dream,99
Franchise Features Holo,5,Angel Reese,Chicago Sky,99
Franchise Features Holo,6,Sabrina Ionescu,New York Liberty,99
Franchise Features Holo,7,Aneesah Morrow,Connecticut Sun,99
Franchise Features Holo,8,Rickea Jackson,Los Angeles Sparks,99
Franchise Features Holo,9,Jewell Loyd,Las Vegas Aces,99
Franchise Features Holo,10,Breanna Stewart,New York Liberty,99
Franchise Features Holo,11,A'ja Wilson,Las Vegas Aces,99
Franchise Features Holo,12,Aliyah Boston,Indiana Fever,99
Franchise Features Holo,13,Caitlin Clark,Indiana Fever,99
Franchise Features Holo,14,Diana Taurasi,Phoenix Mercury,99
Franchise Features Holo,15,Kate Martin,Golden State Valkyries,99
Franchise Features Holo,16,Paige Bueckers,Dallas Wings,99
Franchise Features Holo,17,Sonia Citron,Washington Mystics,99
Franchise Features Holo,18,Kiki Iriafen,Washington Mystics,99
Franchise Features Holo,19,Dominique Malonga,Seattle Storm,99
Franchise Features Holo,20,Georgia Amoore,Washington Mystics,99
Franchise Features Holo Black Laser,1,Napheesa Collier,Minnesota Lynx,1
Franchise Features Holo Black Laser,2,Cameron Brink,Los Angeles Sparks,1
Franchise Features Holo Black Laser,3,Arike Ogunbowale,Dallas Wings,1
Franchise Features Holo Black Laser,4,Rhyne Howard,Atlanta Dream,1
Franchise Features Holo Black Laser,5,Angel Reese,Chicago Sky,1
Franchise Features Holo Black Laser,6,Sabrina Ionescu,New York Liberty,1
Franchise Features Holo Black Laser,7,Aneesah Morrow,Connecticut Sun,1
Franchise Features Holo Black Laser,8,Rickea Jackson,Los Angeles Sparks,1
Franchise Features Holo Black Laser,9,Jewell Loyd,Las Vegas Aces,1
Franchise Features Holo Black Laser,10,Breanna Stewart,New York Liberty,1
Franchise Features Holo Black Laser,11,A'ja Wilson,Las Vegas Aces,1
Franchise Features Holo Black Laser,12,Aliyah Boston,Indiana Fever,1
Franchise Features Holo Black Laser,13,Caitlin Clark,Indiana Fever,1
Franchise Features Holo Black Laser,14,Diana Taurasi,Phoenix Mercury,1
Franchise Features Holo Black Laser,15,Kate Martin,Golden State Valkyries,1
Franchise Features Holo Black Laser,16,Paige Bueckers,Dallas Wings,1
Franchise Features Holo Black Laser,17,Sonia Citron,Washington Mystics,1
Franchise Features Holo Black Laser,18,Kiki Iriafen,Washington Mystics,1
Franchise Features Holo Black Laser,19,Dominique Malonga,Seattle Storm,1
Franchise Features Holo Black Laser,20,Georgia Amoore,Washington Mystics,1
Franchise Features Holo Laser,1,Napheesa Collier,Minnesota Lynx,99
Franchise Features Holo Laser,2,Cameron Brink,Los Angeles Sparks,99
Franchise Features Holo Laser,3,Arike Ogunbowale,Dallas Wings,99
Franchise Features Holo Laser,4,Rhyne Howard,Atlanta Dream,99
Franchise Features Holo Laser,5,Angel Reese,Chicago Sky,99
Franchise Features Holo Laser,6,Sabrina Ionescu,New York Liberty,99
Franchise Features Holo Laser,7,Aneesah Morrow,Connecticut Sun,99
Franchise Features Holo Laser,8,Rickea Jackson,Los Angeles Sparks,99
Franchise Features Holo Laser,9,Jewell Loyd,Las Vegas Aces,99
Franchise Features Holo Laser,10,Breanna Stewart,New York Liberty,99
Franchise Features Holo Laser,11,A'ja Wilson,Las Vegas Aces,99
Franchise Features Holo Laser,12,Aliyah Boston,Indiana Fever,99
Franchise Features Holo Laser,13,Caitlin Clark,Indiana Fever,99
Franchise Features Holo Laser,14,Diana Taurasi,Phoenix Mercury,99
Franchise Features Holo Laser,15,Kate Martin,Golden State Valkyries,99
Franchise Features Holo Laser,16,Paige Bueckers,Dallas Wings,99
Franchise Features Holo Laser,17,Sonia Citron,Washington Mystics,99
Franchise Features Holo Laser,18,Kiki Iriafen,Washington Mystics,99
Franchise Features Holo Laser,19,Dominique Malonga,Seattle Storm,99
Franchise Features Holo Laser,20,Georgia Amoore,Washington Mystics,99
Franchise Features Orange Fireworks,1,Napheesa Collier,Minnesota Lynx,75
Franchise Features Orange Fireworks,2,Cameron Brink,Los Angeles Sparks,75
Franchise Features Orange Fireworks,3,Arike Ogunbowale,Dallas Wings,75
Franchise Features Orange Fireworks,4,Rhyne Howard,Atlanta Dream,75
Franchise Features Orange Fireworks,5,Angel Reese,Chicago Sky,75
Franchise Features Orange Fireworks,6,Sabrina Ionescu,New York Liberty,75
Franchise Features Orange Fireworks,7,Aneesah Morrow,Connecticut Sun,75
Franchise Features Orange Fireworks,8,Rickea Jackson,Los Angeles Sparks,75
Franchise Features Orange Fireworks,9,Jewell Loyd,Las Vegas Aces,75
Franchise Features Orange Fireworks,10,Breanna Stewart,New York Liberty,75
Franchise Features Orange Fireworks,11,A'ja Wilson,Las Vegas Aces,75
Franchise Features Orange Fireworks,12,Aliyah Boston,Indiana Fever,75
Franchise Features Orange Fireworks,13,Caitlin Clark,Indiana Fever,75
Franchise Features Orange Fireworks,14,Diana Taurasi,Phoenix Mercury,75
Franchise Features Orange Fireworks,15,Kate Martin,Golden State Valkyries,75
Franchise Features Orange Fireworks,16,Paige Bueckers,Dallas Wings,75
Franchise Features Orange Fireworks,17,Sonia Citron,Washington Mystics,75
Franchise Features Orange Fireworks,18,Kiki Iriafen,Washington Mystics,75
Franchise Features Orange Fireworks,19,Dominique Malonga,Seattle Storm,75
Franchise Features Orange Fireworks,20,Georgia Amoore,Washington Mystics,75
Franchise Features Orange Laser,1,Napheesa Collier,Minnesota Lynx,399
Franchise Features Orange Laser,2,Cameron Brink,Los Angeles Sparks,399
Franchise Features Orange Laser,3,Arike Ogunbowale,Dallas Wings,399
Franchise Features Orange Laser,4,Rhyne Howard,Atlanta Dream,399
Franchise Features Orange Laser,5,Angel Reese,Chicago Sky,399
Franchise Features Orange Laser,6,Sabrina Ionescu,New York Liberty,399
Franchise Features Orange Laser,7,Aneesah Morrow,Connecticut Sun,399
Franchise Features Orange Laser,8,Rickea Jackson,Los Angeles Sparks,399
Franchise Features Orange Laser,9,Jewell Loyd,Las Vegas Aces,399
Franchise Features Orange Laser,10,Breanna Stewart,New York Liberty,399
Franchise Features Orange Laser,11,A'ja Wilson,Las Vegas Aces,399
Franchise Features Orange Laser,12,Aliyah Boston,Indiana Fever,399
Franchise Features Orange Laser,13,Caitlin Clark,Indiana Fever,399
Franchise Features Orange Laser,14,Diana Taurasi,Phoenix Mercury,399
Franchise Features Orange Laser,15,Kate Martin,Golden State Valkyries,399
Franchise Features Orange Laser,16,Paige Bueckers,Dallas Wings,399
Franchise Features Orange Laser,17,Sonia Citron,Washington Mystics,399
Franchise Features Orange Laser,18,Kiki Iriafen,Washington Mystics,399
Franchise Features Orange Laser,19,Dominique Malonga,Seattle Storm,399
Franchise Features Orange Laser,20,Georgia Amoore,Washington Mystics,399
Franchise Features Pink Fireworks,1,Napheesa Collier,Minnesota Lynx,25
Franchise Features Pink Fireworks,2,Cameron Brink,Los Angeles Sparks,25
Franchise Features Pink Fireworks,3,Arike Ogunbowale,Dallas Wings,25
Franchise Features Pink Fireworks,4,Rhyne Howard,Atlanta Dream,25
Franchise Features Pink Fireworks,5,Angel Reese,Chicago Sky,25
Franchise Features Pink Fireworks,6,Sabrina Ionescu,New York Liberty,25
Franchise Features Pink Fireworks,7,Aneesah Morrow,Connecticut Sun,25
Franchise Features Pink Fireworks,8,Rickea Jackson,Los Angeles Sparks,25
Franchise Features Pink Fireworks,9,Jewell Loyd,Las Vegas Aces,25
Franchise Features Pink Fireworks,10,Breanna Stewart,New York Liberty,25
Franchise Features Pink Fireworks,11,A'ja Wilson,Las Vegas Aces,25
Franchise Features Pink Fireworks,12,Aliyah Boston,Indiana Fever,25
Franchise Features Pink Fireworks,13,Caitlin Clark,Indiana Fever,25
Franchise Features Pink Fireworks,14,Diana Taurasi,Phoenix Mercury,25
Franchise Features Pink Fireworks,15,Kate Martin,Golden State Valkyries,25
Franchise Features Pink Fireworks,16,Paige Bueckers,Dallas Wings,25
Franchise Features Pink Fireworks,17,Sonia Citron,Washington Mystics,25
Franchise Features Pink Fireworks,18,Kiki Iriafen,Washington Mystics,25
Franchise Features Pink Fireworks,19,Dominique Malonga,Seattle Storm,25
Franchise Features Pink Fireworks,20,Georgia Amoore,Washington Mystics,25
Franchise Features Press Proof,1,Napheesa Collier,Minnesota Lynx,
Franchise Features Press Proof,2,Cameron Brink,Los Angeles Sparks,
Franchise Features Press Proof,3,Arike Ogunbowale,Dallas Wings,
Franchise Features Press Proof,4,Rhyne Howard,Atlanta Dream,
Franchise Features Press Proof,5,Angel Reese,Chicago Sky,
Franchise Features Press Proof,6,Sabrina Ionescu,New York Liberty,
Franchise Features Press Proof,7,Aneesah Morrow,Connecticut Sun,
Franchise Features Press Proof,8,Rickea Jackson,Los Angeles Sparks,
Franchise Features Press Proof,9,Jewell Loyd,Las Vegas Aces,
Franchise Features Press Proof,10,Breanna Stewart,New York Liberty,
Franchise Features Press Proof,11,A'ja Wilson,Las Vegas Aces,
Franchise Features Press Proof,12,Aliyah Boston,Indiana Fever,
Franchise Features Press Proof,13,Caitlin Clark,Indiana Fever,
Franchise Features Press Proof,14,Diana Taurasi,Phoenix Mercury,
Franchise Features Press Proof,15,Kate Martin,Golden State Valkyries,
Franchise Features Press Proof,16,Paige Bueckers,Dallas Wings,
Franchise Features Press Proof,17,Sonia Citron,Washington Mystics,
Franchise Features Press Proof,18,Kiki Iriafen,Washington Mystics,
Franchise Features Press Proof,19,Dominique Malonga,Seattle Storm,
Franchise Features Press Proof,20,Georgia Amoore,Washington Mystics,
Franchise Features Press Proof Blue,1,Napheesa Collier,Minnesota Lynx,
Franchise Features Press Proof Blue,2,Cameron Brink,Los Angeles Sparks,
Franchise Features Press Proof Blue,3,Arike Ogunbowale,Dallas Wings,
Franchise Features Press Proof Blue,4,Rhyne Howard,Atlanta Dream,
Franchise Features Press Proof Blue,5,Angel Reese,Chicago Sky,
Franchise Features Press Proof Blue,6,Sabrina Ionescu,New York Liberty,
Franchise Features Press Proof Blue,7,Aneesah Morrow,Connecticut Sun,
Franchise Features Press Proof Blue,8,Rickea Jackson,Los Angeles Sparks,
Franchise Features Press Proof Blue,9,Jewell Loyd,Las Vegas Aces,
Franchise Features Press Proof Blue,10,Breanna Stewart,New York Liberty,
Franchise Features Press Proof Blue,11,A'ja Wilson,Las Vegas Aces,
Franchise Features Press Proof Blue,12,Aliyah Boston,Indiana Fever,
Franchise Features Press Proof Blue,13,Caitlin Clark,Indiana Fever,
Franchise Features Press Proof Blue,14,Diana Taurasi,Phoenix Mercury,
Franchise Features Press Proof Blue,15,Kate Martin,Golden State Valkyries,
Franchise Features Press Proof Blue,16,Paige Bueckers,Dallas Wings,
Franchise Features Press Proof Blue,17,Sonia Citron,Washington Mystics,
Franchise Features Press Proof Blue,18,Kiki Iriafen,Washington Mystics,
Franchise Features Press Proof Blue,19,Dominique Malonga,Seattle Storm,
Franchise Features Press Proof Blue,20,Georgia Amoore,Washington Mystics,
Franchise Features Press Proof Gold,1,Napheesa Collier,Minnesota Lynx,10
Franchise Features Press Proof Gold,2,Cameron Brink,Los Angeles Sparks,10
Franchise Features Press Proof Gold,3,Arike Ogunbowale,Dallas Wings,10
Franchise Features Press Proof Gold,4,Rhyne Howard,Atlanta Dream,10
Franchise Features Press Proof Gold,5,Angel Reese,Chicago Sky,10
Franchise Features Press Proof Gold,6,Sabrina Ionescu,New York Liberty,10
Franchise Features Press Proof Gold,7,Aneesah Morrow,Connecticut Sun,10
Franchise Features Press Proof Gold,8,Rickea Jackson,Los Angeles Sparks,10
Franchise Features Press Proof Gold,9,Jewell Loyd,Las Vegas Aces,10
Franchise Features Press Proof Gold,10,Breanna Stewart,New York Liberty,10
Franchise Features Press Proof Gold,11,A'ja Wilson,Las Vegas Aces,10
Franchise Features Press Proof Gold,12,Aliyah Boston,Indiana Fever,10
Franchise Features Press Proof Gold,13,Caitlin Clark,Indiana Fever,10
Franchise Features Press Proof Gold,14,Diana Taurasi,Phoenix Mercury,10
Franchise Features Press Proof Gold,15,Kate Martin,Golden State Valkyries,10
Franchise Features Press Proof Gold,16,Paige Bueckers,Dallas Wings,10
Franchise Features Press Proof Gold,17,Sonia Citron,Washington Mystics,10
Franchise Features Press Proof Gold,18,Kiki Iriafen,Washington Mystics,10
Franchise Features Press Proof Gold,19,Dominique Malonga,Seattle Storm,10
Franchise Features Press Proof Gold,20,Georgia Amoore,Washington Mystics,10
Franchise Features Press Proof Purple,1,Napheesa Collier,Minnesota Lynx,
Franchise Features Press Proof Purple,2,Cameron Brink,Los Angeles Sparks,
Franchise Features Press Proof Purple,3,Arike Ogunbowale,Dallas Wings,
Franchise Features Press Proof Purple,4,Rhyne Howard,Atlanta Dream,
Franchise Features Press Proof Purple,5,Angel Reese,Chicago Sky,
Franchise Features Press Proof Purple,6,Sabrina Ionescu,New York Liberty,
Franchise Features Press Proof Purple,7,Aneesah Morrow,Connecticut Sun,
Franchise Features Press Proof Purple,8,Rickea Jackson,Los Angeles Sparks,
Franchise Features Press Proof Purple,9,Jewell Loyd,Las Vegas Aces,
Franchise Features Press Proof Purple,10,Breanna Stewart,New York Liberty,
Franchise Features Press Proof Purple,11,A'ja Wilson,Las Vegas Aces,
Franchise Features Press Proof Purple,12,Aliyah Boston,Indiana Fever,
Franchise Features Press Proof Purple,13,Caitlin Clark,Indiana Fever,
Franchise Features Press Proof Purple,14,Diana Taurasi,Phoenix Mercury,
Franchise Features Press Proof Purple,15,Kate Martin,Golden State Valkyries,
Franchise Features Press Proof Purple,16,Paige Bueckers,Dallas Wings,
Franchise Features Press Proof Purple,17,Sonia Citron,Washington Mystics,
Franchise Features Press Proof Purple,18,Kiki Iriafen,Washington Mystics,
Franchise Features Press Proof Purple,19,Dominique Malonga,Seattle Storm,
Franchise Features Press Proof Purple,20,Georgia Amoore,Washington Mystics,
Franchise Features Purple Laser,1,Napheesa Collier,Minnesota Lynx,49
Franchise Features Purple Laser,2,Cameron Brink,Los Angeles Sparks,49
Franchise Features Purple Laser,3,Arike Ogunbowale,Dallas Wings,49
Franchise Features Purple Laser,4,Rhyne Howard,Atlanta Dream,49
Franchise Features Purple Laser,5,Angel Reese,Chicago Sky,49
Franchise Features Purple Laser,6,Sabrina Ionescu,New York Liberty,49
Franchise Features Purple Laser,7,Aneesah Morrow,Connecticut Sun,49
Franchise Features Purple Laser,8,Rickea Jackson,Los Angeles Sparks,49
Franchise Features Purple Laser,9,Jewell Loyd,Las Vegas Aces,49
Franchise Features Purple Laser,10,Breanna Stewart,New York Liberty,49
Franchise Features Purple Laser,11,A'ja Wilson,Las Vegas Aces,49
Franchise Features Purple Laser,12,Aliyah Boston,Indiana Fever,49
Franchise Features Purple Laser,13,Caitlin Clark,Indiana Fever,49
Franchise Features Purple Laser,14,Diana Taurasi,Phoenix Mercury,49
Franchise Features Purple Laser,15,Kate Martin,Golden State Valkyries,49
Franchise Features Purple Laser,16,Paige Bueckers,Dallas Wings,49
Franchise Features Purple Laser,17,Sonia Citron,Washington Mystics,49
Franchise Features Purple Laser,18,Kiki Iriafen,Washington Mystics,49
Franchise Features Purple Laser,19,Dominique Malonga,Seattle Storm,49
Franchise Features Purple Laser,20,Georgia Amoore,Washington Mystics,49
Franchise Features Red Holo Laser,1,Napheesa Collier,Minnesota Lynx,25
Franchise Features Red Holo Laser,2,Cameron Brink,Los Angeles Sparks,25
Franchise Features Red Holo Laser,3,Arike Ogunbowale,Dallas Wings,25
Franchise Features Red Holo Laser,4,Rhyne Howard,Atlanta Dream,25
Franchise Features Red Holo Laser,5,Angel Reese,Chicago Sky,25
Franchise Features Red Holo Laser,6,Sabrina Ionescu,New York Liberty,25
Franchise Features Red Holo Laser,7,Aneesah Morrow,Connecticut Sun,25
Franchise Features Red Holo Laser,8,Rickea Jackson,Los Angeles Sparks,25
Franchise Features Red Holo Laser,9,Jewell Loyd,Las Vegas Aces,25
Franchise Features Red Holo Laser,10,Breanna Stewart,New York Liberty,25
Franchise Features Red Holo Laser,11,A'ja Wilson,Las Vegas Aces,25
Franchise Features Red Holo Laser,12,Aliyah Boston,Indiana Fever,25
Franchise Features Red Holo Laser,13,Caitlin Clark,Indiana Fever,25
Franchise Features Red Holo Laser,14,Diana Taurasi,Phoenix Mercury,25
Franchise Features Red Holo Laser,15,Kate Martin,Golden State Valkyries,25
Franchise Features Red Holo Laser,16,Paige Bueckers,Dallas Wings,25
Franchise Features Red Holo Laser,17,Sonia Citron,Washington Mystics,25
Franchise Features Red Holo Laser,18,Kiki Iriafen,Washington Mystics,25
Franchise Features Red Holo Laser,19,Dominique Malonga,Seattle Storm,25
Franchise Features Red Holo Laser,20,Georgia Amoore,Washington Mystics,25
Jersey Series,1,Maddy Siegrist,Dallas Wings,
Jersey Series,2,Sydney Colson,Indiana Fever,
Jersey Series,3,Leonie Fiebich,New York Liberty,
Jersey Series,4,Nyara Sabally,New York Liberty,
Jersey Series,5,Cameron Brink,Los Angeles Sparks,
Jersey Series,6,Alissa Pili,Minnesota Lynx,
Jersey Series,7,Temi Fagbenle,Golden State Valkyries,
Jersey Series,8,Natasha Cloud,New York Liberty,
Jersey Series,9,Kayla McBride,Minnesota Lynx,
Jersey Series,10,Emily Engstler,Washington Mystics,
Jersey Series,11,Aliyah Boston,Indiana Fever,
Jersey Series,12,Courtney Vandersloot,Chicago Sky,
Jersey Series,13,Courtney Williams,Minnesota Lynx,
Jersey Series,14,Betnijah Laney-Hamilton,New York Liberty,
Jersey Series,15,Brittney Sykes,Washington Mystics,
Jersey Series,16,Natisha Hiedeman,Minnesota Lynx,
Jersey Series,17,Brionna Jones,Atlanta Dream,
Jersey Series,18,Jacy Sheldon,Connecticut Sun,
Jersey Series,19,Sue Bird,Seattle Storm,
Jersey Series,20,Haley Jones,Atlanta Dream,
Jersey Series,21,Chelsea Gray,Las Vegas Aces,
Jersey Series,22,Sabrina Ionescu,New York Liberty,
Jersey Series,23,Rebecca Allen,Chicago Sky,
Jersey Series,24,Kia Nurse,Chicago Sky,
Jersey Series,25,Maya Moore,Minnesota Lynx,
Jersey Series,26,DiJonai Carrington,Dallas Wings,
Jersey Series,27,Ariel Atkins,Chicago Sky,
Jersey Series,28,Kelsey Mitchell,Indiana Fever,
Jersey Series,29,Napheesa Collier,Minnesota Lynx,
Jersey Series,30,Caitlin Clark,Indiana Fever,
Jersey Series,31,Karlie Samuelson,Minnesota Lynx,
Jersey Series,32,Aerial Powers,Atlanta Dream,
Jersey Series,33,Diamond Miller,Minnesota Lynx,
Jersey Series,34,Nika Muhl,Seattle Storm,
Jersey Series,35,Sophie Cunningham,Indiana Fever,
Jersey Series,36,Aaliyah Edwards,Washington Mystics,
Jersey Series,37,DeWanna Bonner,Indiana Fever,
Jersey Series,38,Crystal Dangerfield,Los Angeles Sparks,
Jersey Series,39,Rhyne Howard,Atlanta Dream,
Jersey Series,40,Satou Sabally,Phoenix Mercury,
Jersey Series,41,Zia Cooke,Seattle Storm,
Jersey Series,42,Alanna Smith,Minnesota Lynx,
Jersey Series,43,Jordin Canada,Atlanta Dream,
Jersey Series,44,Jonquel Jones,New York Liberty,
Jersey Series,45,Sami Whitcomb,Phoenix Mercury,
Jersey Series,46,Skylar Diggins,Seattle Storm,
Jersey Series,47,Gabby Williams,Seattle Storm,
Jersey Series,48,Diana Taurasi,Phoenix Mercury,
Jersey Series,49,A'ja Wilson,Las Vegas Aces,
Jersey Series,50,Brittney Griner,Atlanta Dream,
Jersey Series,51,Rickea Jackson,Los Angeles Sparks,
Jersey Series,52,Julie Vanloo,Golden State Valkyries,
Jersey Series,53,Veronica Burton,Golden State Valkyries,
Jersey Series,54,Jaelyn Brown,Indiana Fever,
Jersey Series,55,Allisha Gray,Atlanta Dream,
Jersey Series,56,Kamilla Cardoso,Chicago Sky,
Jersey Series,57,Ezi Magbegor,Seattle Storm,
Jersey Series,58,Alysha Clark,Seattle Storm,
Jersey Series,59,Kayla Thornton,Golden State Valkyries,
Jersey Series,60,Dorka Juhasz,Minnesota Lynx,
Jersey Series,61,Natasha Howard,Indiana Fever,
Jersey Series,62,Alyssa Thomas,Phoenix Mercury,
Jersey Series,63,Kalani Brown,Phoenix Mercury,
Jersey Series,64,Jackie Young,Las Vegas Aces,
Jersey Series,65,Elizabeth Kitley,Las Vegas Aces,
Jersey Series,66,Nneka Ogwumike,Seattle Storm,
Jersey Series,67,Dana Evans,Las Vegas Aces,
Jersey Series,68,Kelsey Plum,Los Angeles Sparks,
Jersey Series,69,Marine Johannes,New York Liberty,
Jersey Series,70,Marina Mabrey,Connecticut Sun,
Jersey Series,71,Tiffany Hayes,Golden State Valkyries,
Jersey Series,72,Arike Ogunbowale,Dallas Wings,
Jersey Series,73,Jordan Horston,Seattle Storm,
Jersey Series,74,Breanna Stewart,New York Liberty,
Jersey Series,75,Erica Wheeler,Seattle Storm,
Jersey Series,76,Dearica Hamby,Los Angeles Sparks,
Jersey Series,77,Jewell Loyd,Las Vegas Aces,
Jersey Series,78,Angel Reese,Chicago Sky,
Jersey Series,79,NaLyssa Smith,Dallas Wings,
Jersey Series,80,Kahleah Copper,Phoenix Mercury,
Jersey Series,81,Kate Martin,Golden State Valkyries,
Jersey Series,82,Shakira Austin,Washington Mystics,
Jersey Series,83,Bridget Carleton,Minnesota Lynx,
Jersey Series,84,Katie Lou Samuelson,Seattle Storm,
Jersey Series,85,Lexie Hull,Indiana Fever,
Jersey Series Gold,1,Maddy Siegrist,Dallas Wings,10
Jersey Series Gold,2,Sydney Colson,Indiana Fever,10
Jersey Series Gold,3,Leonie Fiebich,New York Liberty,10
Jersey Series Gold,4,Nyara Sabally,New York Liberty,10
Jersey Series Gold,5,Cameron Brink,Los Angeles Sparks,10
Jersey Series Gold,6,Alissa Pili,Minnesota Lynx,10
Jersey Series Gold,7,Temi Fagbenle,Golden State Valkyries,10
Jersey Series Gold,8,Natasha Cloud,New York Liberty,10
Jersey Series Gold,9,Kayla McBride,Minnesota Lynx,10
Jersey Series Gold,10,Emily Engstler,Washington Mystics,10
Jersey Series Gold,11,Aliyah Boston,Indiana Fever,10
Jersey Series Gold,12,Courtney Vandersloot,Chicago Sky,10
Jersey Series Gold,13,Courtney Williams,Minnesota Lynx,10
Jersey Series Gold,14,Betnijah Laney-Hamilton,New York Liberty,10
Jersey Series Gold,15,Brittney Sykes,Washington Mystics,10
Jersey Series Gold,16,Natisha Hiedeman,Minnesota Lynx,10
Jersey Series Gold,17,Brionna Jones,Atlanta Dream,10
Jersey Series Gold,18,Jacy Sheldon,Connecticut Sun,10
Jersey Series Gold,19,Sue Bird,Seattle Storm,10
Jersey Series Gold,20,Haley Jones,Atlanta Dream,10
Jersey Series Gold,21,Chelsea Gray,Las Vegas Aces,10
Jersey Series Gold,22,Sabrina Ionescu,New York Liberty,10
Jersey Series Gold,23,Rebecca Allen,Chicago Sky,10
Jersey Series Gold,24,Kia Nurse,Chicago Sky,10
Jersey Series Gold,25,Maya Moore,Minnesota Lynx,10
Jersey Series Gold,26,DiJonai Carrington,Dallas Wings,10
Jersey Series Gold,27,Ariel Atkins,Chicago Sky,10
Jersey Series Gold,28,Kelsey Mitchell,Indiana Fever,10
Jersey Series Gold,29,Napheesa Collier,Minnesota Lynx,10
Jersey Series Gold,30,Caitlin Clark,Indiana Fever,10
Jersey Series Gold,31,Karlie Samuelson,Minnesota Lynx,10
Jersey Series Gold,32,Aerial Powers,Atlanta Dream,10
Jersey Series Gold,33,Diamond Miller,Minnesota Lynx,10
Jersey Series Gold,34,Nika Muhl,Seattle Storm,10
Jersey Series Gold,35,Sophie Cunningham,Indiana Fever,10
Jersey Series Gold,36,Aaliyah Edwards,Washington Mystics,10
Jersey Series Gold,37,DeWanna Bonner,Indiana Fever,10
Jersey Series Gold,38,Crystal Dangerfield,Los Angeles Sparks,10
Jersey Series Gold,39,Rhyne Howard,Atlanta Dream,10
Jersey Series Gold,40,Satou Sabally,Phoenix Mercury,10
Jersey Series Gold,41,Zia Cooke,Seattle Storm,10
Jersey Series Gold,42,Alanna Smith,Minnesota Lynx,10
Jersey Series Gold,43,Jordin Canada,Atlanta Dream,10
Jersey Series Gold,44,Jonquel Jones,New York Liberty,10
Jersey Series Gold,45,Sami Whitcomb,Phoenix Mercury,10
Jersey Series Gold,46,Skylar Diggins,Seattle Storm,10
Jersey Series Gold,47,Gabby Williams,Seattle Storm,10
Jersey Series Gold,48,Diana Taurasi,Phoenix Mercury,10
Jersey Series Gold,49,A'ja Wilson,Las Vegas Aces,10
Jersey Series Gold,50,Brittney Griner,Atlanta Dream,10
Jersey Series Gold,51,Rickea Jackson,Los Angeles Sparks,10
Jersey Series Gold,52,Julie Vanloo,Golden State Valkyries,10
Jersey Series Gold,53,Veronica Burton,Golden State Valkyries,10
Jersey Series Gold,54,Jaelyn Brown,Indiana Fever,10
Jersey Series Gold,55,Allisha Gray,Atlanta Dream,10
Jersey Series Gold,56,Kamilla Cardoso,Chicago Sky,10
Jersey Series Gold,57,Ezi Magbegor,Seattle Storm,10
Jersey Series Gold,58,Alysha Clark,Seattle Storm,10
Jersey Series Gold,59,Kayla Thornton,Golden State Valkyries,10
Jersey Series Gold,60,Dorka Juhasz,Minnesota Lynx,10
Jersey Series Gold,61,Natasha Howard,Indiana Fever,10
Jersey Series Gold,62,Alyssa Thomas,Phoenix Mercury,10
Jersey Series Gold,63,Kalani Brown,Phoenix Mercury,10
Jersey Series Gold,64,Jackie Young,Las Vegas Aces,10
Jersey Series Gold,65,Elizabeth Kitley,Las Vegas Aces,10
Jersey Series Gold,66,Nneka Ogwumike,Seattle Storm,10
Jersey Series Gold,67,Dana Evans,Las Vegas Aces,10
Jersey Series Gold,68,Kelsey Plum,Los Angeles Sparks,10
Jersey Series Gold,69,Marine Johannes,New York Liberty,10
Jersey Series Gold,70,Marina Mabrey,Connecticut Sun,10
Jersey Series Gold,71,Tiffany Hayes,Golden State Valkyries,10
Jersey Series Gold,72,Arike Ogunbowale,Dallas Wings,10
Jersey Series Gold,73,Jordan Horston,Seattle Storm,10
Jersey Series Gold,74,Breanna Stewart,New York Liberty,10
Jersey Series Gold,75,Erica Wheeler,Seattle Storm,10
Jersey Series Gold,76,Dearica Hamby,Los Angeles Sparks,10
Jersey Series Gold,77,Jewell Loyd,Las Vegas Aces,10
Jersey Series Gold,78,Angel Reese,Chicago Sky,10
Jersey Series Gold,79,NaLyssa Smith,Dallas Wings,10
Jersey Series Gold,80,Kahleah Copper,Phoenix Mercury,10
Jersey Series Gold,81,Kate Martin,Golden State Valkyries,10
Jersey Series Gold,82,Shakira Austin,Washington Mystics,10
Jersey Series Gold,83,Bridget Carleton,Minnesota Lynx,10
