Card Set,Card Number,Athlete,Team,Sequence
Base Prizms Pulsar,79,Courtney Williams,Minnesota Lynx,/499
Base Prizms Pulsar,80,Brittney Sykes,Washington Mystics,/499
Base Prizms Pulsar,81,Tiffany Hayes,Las Vegas Aces,/499
Base Prizms Pulsar,82,Karlie Samuelson,Washington Mystics,/499
Base Prizms Pulsar,83,Alissa Pili,Minnesota Lynx,/499
Base Prizms Pulsar,84,Chelsea Gray,Las Vegas Aces,/499
Base Prizms Pulsar,85,Alana Beard,Los Angeles Sparks,/499
Base Prizms Pulsar,86,A'ja Wilson,Las Vegas Aces,/499
Base Prizms Pulsar,87,Nyara Sabally,New York Liberty,/499
Base Prizms Pulsar,88,Sami Whitcomb,Seattle Storm,/499
Base Prizms Pulsar,89,Grace Berger,Indiana Fever,/499
Base Prizms Pulsar,90,Kayla Thornton,New York Liberty,/499
Base Prizms Pulsar,91,Jordin Canada,Atlanta Dream,/499
Base Prizms Pulsar,92,Sevgi Uzun,Dallas Wings,/499
Base Prizms Pulsar,93,Kamilla Cardoso,Chicago Sky,/499
Base Prizms Pulsar,94,Maddy Siegrist,Dallas Wings,/499
Base Prizms Pulsar,95,Olivia Epoupa,Minnesota Lynx,/499
Base Prizms Pulsar,96,Allisha Gray,Atlanta Dream,/499
Base Prizms Pulsar,97,Aari McDonald,Los Angeles Sparks,/499
Base Prizms Pulsar,98,Lisa Leslie,Los Angeles Sparks,/499
Base Prizms Pulsar,99,Breanna Stewart,New York Liberty,/499
Base Prizms Pulsar,100,Ruth Riley,Detroit Shock,/499
Base Prizms Pulsar,101,Alysha Clark,Las Vegas Aces,/499
Base Prizms Pulsar,102,Tyasha Harris,Connecticut Sun,/499
Base Prizms Pulsar,103,Jordan Horston,Seattle Storm,/499
Base Prizms Pulsar,104,Ivana Dojkic,New York Liberty,/499
Base Prizms Pulsar,105,Teaira McCowan,Dallas Wings,/499
Base Prizms Pulsar,106,Dawn Staley,Charlotte Sting,/499
Base Prizms Pulsar,107,Lindsay Allen,Chicago Sky,/499
Base Prizms Pulsar,108,Lauren Jackson,Seattle Storm,/499
Base Prizms Pulsar,109,Mercedes Russell,Seattle Storm,/499
Base Prizms Pulsar,110,Lexie Brown,Los Angeles Sparks,/499
Base Prizms Pulsar,111,Alanna Smith,Minnesota Lynx,/499
Base Prizms Pulsar,112,Sue Bird,Seattle Storm,/499
Base Prizms Pulsar,113,Brittney Griner,Phoenix Mercury,/499
Base Prizms Pulsar,114,Cheyenne Parker-Tyus,Atlanta Dream,/499
Base Prizms Pulsar,115,Kahleah Copper,Phoenix Mercury,/499
Base Prizms Pulsar,116,DeWanna Bonner,Connecticut Sun,/499
Base Prizms Pulsar,117,Sophie Cunningham,Phoenix Mercury,/499
Base Prizms Pulsar,118,DiJonai Carrington,Connecticut Sun,/499
Base Prizms Pulsar,119,Katie Douglas,Indiana Fever,/499
Base Prizms Pulsar,120,Monique Billings,Phoenix Mercury,/499
Base Prizms Pulsar,121,Lou Lopez Senechal,Dallas Wings,/499
Base Prizms Pulsar,122,Kiah Stokes,Las Vegas Aces,/499
Base Prizms Pulsar,123,Dorka Juhasz,Minnesota Lynx,/499
Base Prizms Pulsar,124,Rebecca Allen,Phoenix Mercury,/499
Base Prizms Pulsar,125,Cheryl Miller,Phoenix Mercury,/499
Base Prizms Pulsar,126,Kate Martin,Las Vegas Aces,/499
Base Prizms Pulsar,127,Cameron Brink,Los Angeles Sparks,/499
Base Prizms Pulsar,128,Katie Lou Samuelson,Indiana Fever,/499
Base Prizms Pulsar,129,Kia Nurse,Los Angeles Sparks,/499
Base Prizms Pulsar,130,Natasha Howard,Dallas Wings,/499
Base Prizms Pulsar,131,Moriah Jefferson,Chicago Sky,/499
Base Prizms Pulsar,132,Marina Mabrey,Connecticut Sun,/499
Base Prizms Pulsar,133,Kristy Wallace,Indiana Fever,/499
Base Prizms Pulsar,134,Shakira Austin,Washington Mystics,/499
Base Prizms Pulsar,135,Ticha Penicheiro,Sacramento Monarchs,/499
Base Prizms Pulsar,136,Temi Fagbenle,Indiana Fever,/499
Base Prizms Pulsar,137,NaLyssa Smith,Indiana Fever,/499
Base Prizms Pulsar,138,Bridget Carleton,Minnesota Lynx,/499
Base Prizms Pulsar,139,Nancy Lieberman,Phoenix Mercury,/499
Base Prizms Pulsar,140,Erica Wheeler,Indiana Fever,/499
Base Prizms Pulsar,141,Jacy Sheldon,Dallas Wings,/499
Base Prizms Pulsar,142,Aaliyah Edwards,Washington Mystics,/499
Base Prizms Pulsar,143,Cameron Brink,Los Angeles Sparks,/499
Base Prizms Pulsar,144,Rickea Jackson,Los Angeles Sparks,/499
Base Prizms Pulsar,145,Caitlin Clark,Indiana Fever,/499
Base Prizms Pulsar,146,Nika Muhl,Seattle Storm,/499
Base Prizms Pulsar,147,Angel Reese,Chicago Sky,/499
Base Prizms Pulsar,148,Kate Martin,Las Vegas Aces,/499
Base Prizms Pulsar,149,Kamilla Cardoso,Chicago Sky,/499
Base Prizms Pulsar,150,Alissa Pili,Minnesota Lynx,/499
Base Prizms Purple,1,Jackie Young,Las Vegas Aces,/149
Base Prizms Purple,2,Haley Jones,Atlanta Dream,/149
Base Prizms Purple,3,Aliyah Boston,Indiana Fever,/149
Base Prizms Purple,4,Jacy Sheldon,Dallas Wings,/149
Base Prizms Purple,5,Betnijah Laney-Hamilton,New York Liberty,/149
Base Prizms Purple,6,Isabelle Harrison,Chicago Sky,/149
Base Prizms Purple,7,Elena Delle Donne,Washington Mystics,/149
Base Prizms Purple,8,Diamond DeShields,Chicago Sky,/149
Base Prizms Purple,9,Joyner Holmes,Seattle Storm,/149
Base Prizms Purple,10,Angel Reese,Chicago Sky,/149
Base Prizms Purple,11,Natasha Cloud,Phoenix Mercury,/149
Base Prizms Purple,12,Kristi Toliver,Washington Mystics,/149
Base Prizms Purple,13,Kayla McBride,Minnesota Lynx,/149
Base Prizms Purple,14,Jonquel Jones,New York Liberty,/149
Base Prizms Purple,15,Ruthie Bolton,Sacramento Monarchs,/149
Base Prizms Purple,16,Lexie Hull,Indiana Fever,/149
Base Prizms Purple,17,Sabrina Ionescu,New York Liberty,/149
Base Prizms Purple,18,Natisha Hiedeman,Minnesota Lynx,/149
Base Prizms Purple,19,Dearica Hamby,Los Angeles Sparks,/149
Base Prizms Purple,20,Myisha Hines-Allen,Minnesota Lynx,/149
Base Prizms Purple,21,Cynthia Cooper-Dyke,Houston Comets,/149
Base Prizms Purple,22,Caitlin Clark,Indiana Fever,/149
Base Prizms Purple,23,Li Yueru,Los Angeles Sparks,/149
Base Prizms Purple,24,Elizabeth Williams,Chicago Sky,/149
Base Prizms Purple,25,Rachel Banham,Chicago Sky,/149
Base Prizms Purple,26,Napheesa Collier,Minnesota Lynx,/149
Base Prizms Purple,27,Brionna Jones,Connecticut Sun,/149
Base Prizms Purple,28,Arike Ogunbowale,Dallas Wings,/149
Base Prizms Purple,29,Kalani Brown,Dallas Wings,/149
Base Prizms Purple,30,Leonie Fiebich,New York Liberty,/149
Base Prizms Purple,31,Jaelyn Brown,Dallas Wings,/149
Base Prizms Purple,32,Cappie Pondexter,New York Liberty,/149
Base Prizms Purple,33,Jaylyn Sherrod,New York Liberty,/149
Base Prizms Purple,34,Stefanie Dolson,Washington Mystics,/149
Base Prizms Purple,35,Veronica Burton,Connecticut Sun,/149
Base Prizms Purple,36,Tina Charles,Atlanta Dream,/149
Base Prizms Purple,37,Aerial Powers,Atlanta Dream,/149
Base Prizms Purple,38,Maya Caldwell,Indiana Fever,/149
Base Prizms Purple,39,Rhyne Howard,Atlanta Dream,/149
Base Prizms Purple,40,Tamika Catchings,Indiana Fever,/149
Base Prizms Purple,41,Marine Johannes,New York Liberty,/149
Base Prizms Purple,42,Julie Vanloo,Washington Mystics,/149
Base Prizms Purple,43,Satou Sabally,Dallas Wings,/149
Base Prizms Purple,44,Alyssa Thomas,Connecticut Sun,/149
Base Prizms Purple,45,Marquesha Davis,New York Liberty,/149
Base Prizms Purple,46,Zia Cooke,Los Angeles Sparks,/149
Base Prizms Purple,47,Stephanie Soares,Dallas Wings,/149
Base Prizms Purple,48,Celeste Taylor,Phoenix Mercury,/149
Base Prizms Purple,49,Jewell Loyd,Seattle Storm,/149
Base Prizms Purple,50,Ezi Magbegor,Seattle Storm,/149
Base Prizms Purple,51,Sug Sutton,Washington Mystics,/149
Base Prizms Purple,52,Nneka Ogwumike,Seattle Storm,/149
Base Prizms Purple,53,Courtney Vandersloot,New York Liberty,/149
Base Prizms Purple,54,Laeticia Amihere,Atlanta Dream,/149
Base Prizms Purple,55,Gabby Williams,Seattle Storm,/149
Base Prizms Purple,56,Ariel Atkins,Washington Mystics,/149
Base Prizms Purple,57,Tiffany Mitchell,Connecticut Sun,/149
Base Prizms Purple,58,Diana Taurasi,Phoenix Mercury,/149
Base Prizms Purple,59,Cheryl Ford,Detroit Shock,/149
Base Prizms Purple,60,Rickea Jackson,Los Angeles Sparks,/149
Base Prizms Purple,61,Erica Wheeler,Indiana Fever,/149
Base Prizms Purple,62,Rae Burrell,Los Angeles Sparks,/149
Base Prizms Purple,63,Diamond Miller,Minnesota Lynx,/149
Base Prizms Purple,64,Kelsey Mitchell,Indiana Fever,/149
Base Prizms Purple,65,Charisma Osborne,Phoenix Mercury,/149
Base Prizms Purple,66,Chennedy Carter,Chicago Sky,/149
Base Prizms Purple,67,Emily Engstler,Washington Mystics,/149
Base Prizms Purple,68,Jade Melbourne,Washington Mystics,/149
Base Prizms Purple,69,Victoria Vivians,Seattle Storm,/149
Base Prizms Purple,70,Aaliyah Edwards,Washington Mystics,/149
Base Prizms Purple,71,Nia Coffey,Atlanta Dream,/149
Base Prizms Purple,72,Dana Evans,Chicago Sky,/149
Base Prizms Purple,73,Sydney Colson,Las Vegas Aces,/149
Base Prizms Purple,74,Sheryl Swoopes,Houston Comets,/149
Base Prizms Purple,75,Nika Muhl,Seattle Storm,/149
Base Prizms Purple,76,Skylar Diggins-Smith,Seattle Storm,/149
Base Prizms Purple,77,Kelsey Plum,Las Vegas Aces,/149
Base Prizms Purple,78,Megan Gustafson,Las Vegas Aces,/149
Base Prizms Purple,79,Courtney Williams,Minnesota Lynx,/149
Base Prizms Purple,80,Brittney Sykes,Washington Mystics,/149
Base Prizms Purple,81,Tiffany Hayes,Las Vegas Aces,/149
Base Prizms Purple,82,Karlie Samuelson,Washington Mystics,/149
Base Prizms Purple,83,Alissa Pili,Minnesota Lynx,/149
Base Prizms Purple,84,Chelsea Gray,Las Vegas Aces,/149
Base Prizms Purple,85,Alana Beard,Los Angeles Sparks,/149
Base Prizms Purple,86,A'ja Wilson,Las Vegas Aces,/149
Base Prizms Purple,87,Nyara Sabally,New York Liberty,/149
Base Prizms Purple,88,Sami Whitcomb,Seattle Storm,/149
Base Prizms Purple,89,Grace Berger,Indiana Fever,/149
Base Prizms Purple,90,Kayla Thornton,New York Liberty,/149
Base Prizms Purple,91,Jordin Canada,Atlanta Dream,/149
Base Prizms Purple,92,Sevgi Uzun,Dallas Wings,/149
Base Prizms Purple,93,Kamilla Cardoso,Chicago Sky,/149
Base Prizms Purple,94,Maddy Siegrist,Dallas Wings,/149
Base Prizms Purple,95,Olivia Epoupa,Minnesota Lynx,/149
Base Prizms Purple,96,Allisha Gray,Atlanta Dream,/149
Base Prizms Purple,97,Aari McDonald,Los Angeles Sparks,/149
Base Prizms Purple,98,Lisa Leslie,Los Angeles Sparks,/149
Base Prizms Purple,99,Breanna Stewart,New York Liberty,/149
Base Prizms Purple,100,Ruth Riley,Detroit Shock,/149
Base Prizms Purple,101,Alysha Clark,Las Vegas Aces,/149
Base Prizms Purple,102,Tyasha Harris,Connecticut Sun,/149
Base Prizms Purple,103,Jordan Horston,Seattle Storm,/149
Base Prizms Purple,104,Ivana Dojkic,New York Liberty,/149
Base Prizms Purple,105,Teaira McCowan,Dallas Wings,/149
Base Prizms Purple,106,Dawn Staley,Charlotte Sting,/149
Base Prizms Purple,107,Lindsay Allen,Chicago Sky,/149
Base Prizms Purple,108,Lauren Jackson,Seattle Storm,/149
Base Prizms Purple,109,Mercedes Russell,Seattle Storm,/149
Base Prizms Purple,110,Lexie Brown,Los Angeles Sparks,/149
Base Prizms Purple,111,Alanna Smith,Minnesota Lynx,/149
Base Prizms Purple,112,Sue Bird,Seattle Storm,/149
Base Prizms Purple,113,Brittney Griner,Phoenix Mercury,/149
Base Prizms Purple,114,Cheyenne Parker-Tyus,Atlanta Dream,/149
Base Prizms Purple,115,Kahleah Copper,Phoenix Mercury,/149
Base Prizms Purple,116,DeWanna Bonner,Connecticut Sun,/149
Base Prizms Purple,117,Sophie Cunningham,Phoenix Mercury,/149
Base Prizms Purple,118,DiJonai Carrington,Connecticut Sun,/149
Base Prizms Purple,119,Katie Douglas,Indiana Fever,/149
Base Prizms Purple,120,Monique Billings,Phoenix Mercury,/149
Base Prizms Purple,121,Lou Lopez Senechal,Dallas Wings,/149
Base Prizms Purple,122,Kiah Stokes,Las Vegas Aces,/149
Base Prizms Purple,123,Dorka Juhasz,Minnesota Lynx,/149
Base Prizms Purple,124,Rebecca Allen,Phoenix Mercury,/149
Base Prizms Purple,125,Cheryl Miller,Phoenix Mercury,/149
Base Prizms Purple,126,Kate Martin,Las Vegas Aces,/149
Base Prizms Purple,127,Cameron Brink,Los Angeles Sparks,/149
Base Prizms Purple,128,Katie Lou Samuelson,Indiana Fever,/149
Base Prizms Purple,129,Kia Nurse,Los Angeles Sparks,/149
Base Prizms Purple,130,Natasha Howard,Dallas Wings,/149
Base Prizms Purple,131,Moriah Jefferson,Chicago Sky,/149
Base Prizms Purple,132,Marina Mabrey,Connecticut Sun,/149
Base Prizms Purple,133,Kristy Wallace,Indiana Fever,/149
Base Prizms Purple,134,Shakira Austin,Washington Mystics,/149
Base Prizms Purple,135,Ticha Penicheiro,Sacramento Monarchs,/149
Base Prizms Purple,136,Temi Fagbenle,Indiana Fever,/149
Base Prizms Purple,137,NaLyssa Smith,Indiana Fever,/149
Base Prizms Purple,138,Bridget Carleton,Minnesota Lynx,/149
Base Prizms Purple,139,Nancy Lieberman,Phoenix Mercury,/149
Base Prizms Purple,140,Erica Wheeler,Indiana Fever,/149
Base Prizms Purple,141,Jacy Sheldon,Dallas Wings,/149
Base Prizms Purple,142,Aaliyah Edwards,Washington Mystics,/149
Base Prizms Purple,143,Cameron Brink,Los Angeles Sparks,/149
Base Prizms Purple,144,Rickea Jackson,Los Angeles Sparks,/149
Base Prizms Purple,145,Caitlin Clark,Indiana Fever,/149
Base Prizms Purple,146,Nika Muhl,Seattle Storm,/149
Base Prizms Purple,147,Angel Reese,Chicago Sky,/149
Base Prizms Purple,148,Kate Martin,Las Vegas Aces,/149
Base Prizms Purple,149,Kamilla Cardoso,Chicago Sky,/149
Base Prizms Purple,150,Alissa Pili,Minnesota Lynx,/149
Base Prizms Red,1,Jackie Young,Las Vegas Aces,/299
Base Prizms Red,2,Haley Jones,Atlanta Dream,/299
Base Prizms Red,3,Aliyah Boston,Indiana Fever,/299
Base Prizms Red,4,Jacy Sheldon,Dallas Wings,/299
Base Prizms Red,5,Betnijah Laney-Hamilton,New York Liberty,/299
Base Prizms Red,6,Isabelle Harrison,Chicago Sky,/299
Base Prizms Red,7,Elena Delle Donne,Washington Mystics,/299
Base Prizms Red,8,Diamond DeShields,Chicago Sky,/299
Base Prizms Red,9,Joyner Holmes,Seattle Storm,/299
Base Prizms Red,10,Angel Reese,Chicago Sky,/299
Base Prizms Red,11,Natasha Cloud,Phoenix Mercury,/299
Base Prizms Red,12,Kristi Toliver,Washington Mystics,/299
Base Prizms Red,13,Kayla McBride,Minnesota Lynx,/299
Base Prizms Red,14,Jonquel Jones,New York Liberty,/299
Base Prizms Red,15,Ruthie Bolton,Sacramento Monarchs,/299
Base Prizms Red,16,Lexie Hull,Indiana Fever,/299
Base Prizms Red,17,Sabrina Ionescu,New York Liberty,/299
Base Prizms Red,18,Natisha Hiedeman,Minnesota Lynx,/299
Base Prizms Red,19,Dearica Hamby,Los Angeles Sparks,/299
Base Prizms Red,20,Myisha Hines-Allen,Minnesota Lynx,/299
Base Prizms Red,21,Cynthia Cooper-Dyke,Houston Comets,/299
Base Prizms Red,22,Caitlin Clark,Indiana Fever,/299
Base Prizms Red,23,Li Yueru,Los Angeles Sparks,/299
Base Prizms Red,24,Elizabeth Williams,Chicago Sky,/299
Base Prizms Red,25,Rachel Banham,Chicago Sky,/299
Base Prizms Red,26,Napheesa Collier,Minnesota Lynx,/299
Base Prizms Red,27,Brionna Jones,Connecticut Sun,/299
Base Prizms Red,28,Arike Ogunbowale,Dallas Wings,/299
Base Prizms Red,29,Kalani Brown,Dallas Wings,/299
Base Prizms Red,30,Leonie Fiebich,New York Liberty,/299
Base Prizms Red,31,Jaelyn Brown,Dallas Wings,/299
Base Prizms Red,32,Cappie Pondexter,New York Liberty,/299
Base Prizms Red,33,Jaylyn Sherrod,New York Liberty,/299
Base Prizms Red,34,Stefanie Dolson,Washington Mystics,/299
Base Prizms Red,35,Veronica Burton,Connecticut Sun,/299
Base Prizms Red,36,Tina Charles,Atlanta Dream,/299
Base Prizms Red,37,Aerial Powers,Atlanta Dream,/299
Base Prizms Red,38,Maya Caldwell,Indiana Fever,/299
Base Prizms Red,39,Rhyne Howard,Atlanta Dream,/299
Base Prizms Red,40,Tamika Catchings,Indiana Fever,/299
Base Prizms Red,41,Marine Johannes,New York Liberty,/299
Base Prizms Red,42,Julie Vanloo,Washington Mystics,/299
Base Prizms Red,43,Satou Sabally,Dallas Wings,/299
Base Prizms Red,44,Alyssa Thomas,Connecticut Sun,/299
Base Prizms Red,45,Marquesha Davis,New York Liberty,/299
Base Prizms Red,46,Zia Cooke,Los Angeles Sparks,/299
Base Prizms Red,47,Stephanie Soares,Dallas Wings,/299
Base Prizms Red,48,Celeste Taylor,Phoenix Mercury,/299
Base Prizms Red,49,Jewell Loyd,Seattle Storm,/299
Base Prizms Red,50,Ezi Magbegor,Seattle Storm,/299
Base Prizms Red,51,Sug Sutton,Washington Mystics,/299
Base Prizms Red,52,Nneka Ogwumike,Seattle Storm,/299
Base Prizms Red,53,Courtney Vandersloot,New York Liberty,/299
Base Prizms Red,54,Laeticia Amihere,Atlanta Dream,/299
Base Prizms Red,55,Gabby Williams,Seattle Storm,/299
Base Prizms Red,56,Ariel Atkins,Washington Mystics,/299
Base Prizms Red,57,Tiffany Mitchell,Connecticut Sun,/299
Base Prizms Red,58,Diana Taurasi,Phoenix Mercury,/299
Base Prizms Red,59,Cheryl Ford,Detroit Shock,/299
Base Prizms Red,60,Rickea Jackson,Los Angeles Sparks,/299
Base Prizms Red,61,Erica Wheeler,Indiana Fever,/299
Base Prizms Red,62,Rae Burrell,Los Angeles Sparks,/299
Base Prizms Red,63,Diamond Miller,Minnesota Lynx,/299
Base Prizms Red,64,Kelsey Mitchell,Indiana Fever,/299
Base Prizms Red,65,Charisma Osborne,Phoenix Mercury,/299
Base Prizms Red,66,Chennedy Carter,Chicago Sky,/299
Base Prizms Red,67,Emily Engstler,Washington Mystics,/299
Base Prizms Red,68,Jade Melbourne,Washington Mystics,/299
Base Prizms Red,69,Victoria Vivians,Seattle Storm,/299
Base Prizms Red,70,Aaliyah Edwards,Washington Mystics,/299
Base Prizms Red,71,Nia Coffey,Atlanta Dream,/299
Base Prizms Red,72,Dana Evans,Chicago Sky,/299
Base Prizms Red,73,Sydney Colson,Las Vegas Aces,/299
Base Prizms Red,74,Sheryl Swoopes,Houston Comets,/299
Base Prizms Red,75,Nika Muhl,Seattle Storm,/299
Base Prizms Red,76,Skylar Diggins-Smith,Seattle Storm,/299
Base Prizms Red,77,Kelsey Plum,Las Vegas Aces,/299
Base Prizms Red,78,Megan Gustafson,Las Vegas Aces,/299
Base Prizms Red,79,Courtney Williams,Minnesota Lynx,/299
Base Prizms Red,80,Brittney Sykes,Washington Mystics,/299
Base Prizms Red,81,Tiffany Hayes,Las Vegas Aces,/299
Base Prizms Red,82,Karlie Samuelson,Washington Mystics,/299
Base Prizms Red,83,Alissa Pili,Minnesota Lynx,/299
Base Prizms Red,84,Chelsea Gray,Las Vegas Aces,/299
Base Prizms Red,85,Alana Beard,Los Angeles Sparks,/299
Base Prizms Red,86,A'ja Wilson,Las Vegas Aces,/299
Base Prizms Red,87,Nyara Sabally,New York Liberty,/299
Base Prizms Red,88,Sami Whitcomb,Seattle Storm,/299
Base Prizms Red,89,Grace Berger,Indiana Fever,/299
Base Prizms Red,90,Kayla Thornton,New York Liberty,/299
Base Prizms Red,91,Jordin Canada,Atlanta Dream,/299
Base Prizms Red,92,Sevgi Uzun,Dallas Wings,/299
Base Prizms Red,93,Kamilla Cardoso,Chicago Sky,/299
Base Prizms Red,94,Maddy Siegrist,Dallas Wings,/299
Base Prizms Red,95,Olivia Epoupa,Minnesota Lynx,/299
Base Prizms Red,96,Allisha Gray,Atlanta Dream,/299
Base Prizms Red,97,Aari McDonald,Los Angeles Sparks,/299
Base Prizms Red,98,Lisa Leslie,Los Angeles Sparks,/299
Base Prizms Red,99,Breanna Stewart,New York Liberty,/299
Base Prizms Red,100,Ruth Riley,Detroit Shock,/299
Base Prizms Red,101,Alysha Clark,Las Vegas Aces,/299
Base Prizms Red,102,Tyasha Harris,Connecticut Sun,/299
Base Prizms Red,103,Jordan Horston,Seattle Storm,/299
Base Prizms Red,104,Ivana Dojkic,New York Liberty,/299
Base Prizms Red,105,Teaira McCowan,Dallas Wings,/299
Base Prizms Red,106,Dawn Staley,Charlotte Sting,/299
Base Prizms Red,107,Lindsay Allen,Chicago Sky,/299
Base Prizms Red,108,Lauren Jackson,Seattle Storm,/299
Base Prizms Red,109,Mercedes Russell,Seattle Storm,/299
Base Prizms Red,110,Lexie Brown,Los Angeles Sparks,/299
Base Prizms Red,111,Alanna Smith,Minnesota Lynx,/299
Base Prizms Red,112,Sue Bird,Seattle Storm,/299
Base Prizms Red,113,Brittney Griner,Phoenix Mercury,/299
Base Prizms Red,114,Cheyenne Parker-Tyus,Atlanta Dream,/299
Base Prizms Red,115,Kahleah Copper,Phoenix Mercury,/299
Base Prizms Red,116,DeWanna Bonner,Connecticut Sun,/299
Base Prizms Red,117,Sophie Cunningham,Phoenix Mercury,/299
Base Prizms Red,118,DiJonai Carrington,Connecticut Sun,/299
Base Prizms Red,119,Katie Douglas,Indiana Fever,/299
Base Prizms Red,120,Monique Billings,Phoenix Mercury,/299
Base Prizms Red,121,Lou Lopez Senechal,Dallas Wings,/299
Base Prizms Red,122,Kiah Stokes,Las Vegas Aces,/299
Base Prizms Red,123,Dorka Juhasz,Minnesota Lynx,/299
Base Prizms Red,124,Rebecca Allen,Phoenix Mercury,/299
Base Prizms Red,125,Cheryl Miller,Phoenix Mercury,/299
Base Prizms Red,126,Kate Martin,Las Vegas Aces,/299
Base Prizms Red,127,Cameron Brink,Los Angeles Sparks,/299
Base Prizms Red,128,Katie Lou Samuelson,Indiana Fever,/299
Base Prizms Red,129,Kia Nurse,Los Angeles Sparks,/299
Base Prizms Red,130,Natasha Howard,Dallas Wings,/299
Base Prizms Red,131,Moriah Jefferson,Chicago Sky,/299
Base Prizms Red,132,Marina Mabrey,Connecticut Sun,/299
Base Prizms Red,133,Kristy Wallace,Indiana Fever,/299
Base Prizms Red,134,Shakira Austin,Washington Mystics,/299
Base Prizms Red,135,Ticha Penicheiro,Sacramento Monarchs,/299
Base Prizms Red,136,Temi Fagbenle,Indiana Fever,/299
Base Prizms Red,137,NaLyssa Smith,Indiana Fever,/299
Base Prizms Red,138,Bridget Carleton,Minnesota Lynx,/299
Base Prizms Red,139,Nancy Lieberman,Phoenix Mercury,/299
Base Prizms Red,140,Erica Wheeler,Indiana Fever,/299
Base Prizms Red,141,Jacy Sheldon,Dallas Wings,/299
Base Prizms Red,142,Aaliyah Edwards,Washington Mystics,/299
Base Prizms Red,143,Cameron Brink,Los Angeles Sparks,/299
Base Prizms Red,144,Rickea Jackson,Los Angeles Sparks,/299
Base Prizms Red,145,Caitlin Clark,Indiana Fever,/299
Base Prizms Red,146,Nika Muhl,Seattle Storm,/299
Base Prizms Red,147,Angel Reese,Chicago Sky,/299
Base Prizms Red,148,Kate Martin,Las Vegas Aces,/299
Base Prizms Red,149,Kamilla Cardoso,Chicago Sky,/299
Base Prizms Red,150,Alissa Pili,Minnesota Lynx,/299
Base Prizms Red Pulsar,1,Jackie Young,Las Vegas Aces,/299
Base Prizms Red Pulsar,2,Haley Jones,Atlanta Dream,/299
Base Prizms Red Pulsar,3,Aliyah Boston,Indiana Fever,/299
Base Prizms Red Pulsar,4,Jacy Sheldon,Dallas Wings,/299
Base Prizms Red Pulsar,5,Betnijah Laney-Hamilton,New York Liberty,/299
Base Prizms Red Pulsar,6,Isabelle Harrison,Chicago Sky,/299
Base Prizms Red Pulsar,7,Elena Delle Donne,Washington Mystics,/299
Base Prizms Red Pulsar,8,Diamond DeShields,Chicago Sky,/299
Base Prizms Red Pulsar,9,Joyner Holmes,Seattle Storm,/299
Base Prizms Red Pulsar,10,Angel Reese,Chicago Sky,/299
Base Prizms Red Pulsar,11,Natasha Cloud,Phoenix Mercury,/299
Base Prizms Red Pulsar,12,Kristi Toliver,Washington Mystics,/299
Base Prizms Red Pulsar,13,Kayla McBride,Minnesota Lynx,/299
Base Prizms Red Pulsar,14,Jonquel Jones,New York Liberty,/299
Base Prizms Red Pulsar,15,Ruthie Bolton,Sacramento Monarchs,/299
Base Prizms Red Pulsar,16,Lexie Hull,Indiana Fever,/299
Base Prizms Red Pulsar,17,Sabrina Ionescu,New York Liberty,/299
Base Prizms Red Pulsar,18,Natisha Hiedeman,Minnesota Lynx,/299
Base Prizms Red Pulsar,19,Dearica Hamby,Los Angeles Sparks,/299
Base Prizms Red Pulsar,20,Myisha Hines-Allen,Minnesota Lynx,/299
Base Prizms Red Pulsar,21,Cynthia Cooper-Dyke,Houston Comets,/299
Base Prizms Red Pulsar,22,Caitlin Clark,Indiana Fever,/299
Base Prizms Red Pulsar,23,Li Yueru,Los Angeles Sparks,/299
Base Prizms Red Pulsar,24,Elizabeth Williams,Chicago Sky,/299
Base Prizms Red Pulsar,25,Rachel Banham,Chicago Sky,/299
Base Prizms Red Pulsar,26,Napheesa Collier,Minnesota Lynx,/299
Base Prizms Red Pulsar,27,Brionna Jones,Connecticut Sun,/299
Base Prizms Red Pulsar,28,Arike Ogunbowale,Dallas Wings,/299
Base Prizms Red Pulsar,29,Kalani Brown,Dallas Wings,/299
Base Prizms Red Pulsar,30,Leonie Fiebich,New York Liberty,/299
Base Prizms Red Pulsar,31,Jaelyn Brown,Dallas Wings,/299
Base Prizms Red Pulsar,32,Cappie Pondexter,New York Liberty,/299
Base Prizms Red Pulsar,33,Jaylyn Sherrod,New York Liberty,/299
Base Prizms Red Pulsar,34,Stefanie Dolson,Washington Mystics,/299
Base Prizms Red Pulsar,35,Veronica Burton,Connecticut Sun,/299
Base Prizms Red Pulsar,36,Tina Charles,Atlanta Dream,/299
Base Prizms Red Pulsar,37,Aerial Powers,Atlanta Dream,/299
Base Prizms Red Pulsar,38,Maya Caldwell,Indiana Fever,/299
Base Prizms Red Pulsar,39,Rhyne Howard,Atlanta Dream,/299
Base Prizms Red Pulsar,40,Tamika Catchings,Indiana Fever,/299
Base Prizms Red Pulsar,41,Marine Johannes,New York Liberty,/299
Base Prizms Red Pulsar,42,Julie Vanloo,Washington Mystics,/299
Base Prizms Red Pulsar,43,Satou Sabally,Dallas Wings,/299
Base Prizms Red Pulsar,44,Alyssa Thomas,Connecticut Sun,/299
Base Prizms Red Pulsar,45,Marquesha Davis,New York Liberty,/299
Base Prizms Red Pulsar,46,Zia Cooke,Los Angeles Sparks,/299
